canonical_id,publisher,product_family,edition,version,metric_type,aliases,classification
VERITAS-INFOSCALE-AVAIL,Veritas (Cohesity),InfoScale,Availability,,Per Socket (physical or virtual server),Veritas InfoScale Availability|InfoScale Availability|Veritas Cluster Server|VCS,Commercial
VERITAS-INFOSCALE-ENT,Veritas (Cohesity),InfoScale,Enterprise,,Per Socket (physical or virtual server),Veritas InfoScale Enterprise|InfoScale Enterprise|Storage Foundation,Commercial
VERITAS-ENTERPRISE-VAULT,Veritas (Cohesity),Enterprise Vault,,,Per User or Per Terabyte,Veritas Enterprise Vault|Enterprise Vault,Commercial
VERITAS-RESILIENCY,Veritas (Cohesity),Resiliency Platform,,,"Per FETB, Per Core, or Per VM",Veritas Resiliency Platform|Resiliency Platform,Commercial
CITRIX-CVAD-ADV,Citrix (Cloud Software Group),Virtual Apps and Desktops,Advanced,,Per User/Device or Concurrent User,Citrix Virtual Apps and Desktops Advanced|CVAD Advanced|XenApp Advanced,Commercial
CITRIX-CVAD-PREM,Citrix (Cloud Software Group),Virtual Apps and Desktops,Premium,,Per User/Device or Concurrent User,Citrix Virtual Apps and Desktops Premium|CVAD Premium|XenDesktop Premium,Commercial
CITRIX-DAAS,Citrix (Cloud Software Group),DaaS,,,Per User/Device Subscription,Citrix DaaS|Citrix Cloud DaaS,Commercial
CITRIX-ADC,Citrix (Cloud Software Group),ADC (NetScaler),,,"Per Appliance, vCPU, or Bandwidth",Citrix ADC|NetScaler|Citrix NetScaler|NetScaler ADC,Commercial
CITRIX-WORKSPACE-APP,(Freeware),Workspace App,,,Free client (bundled with Citrix subscription),Citrix Workspace App|Citrix Receiver,Freeware
CITRIX-PROVISIONING,Citrix (Cloud Software Group),Provisioning Services,,,Per Device (included in CVAD editions),Citrix Provisioning Services|Citrix PVS,Commercial
AUTODESK-AUTOCAD,Autodesk,AutoCAD,,,Named User Subscription (single-user or flex tokens),Autodesk AutoCAD|AutoCAD,Commercial
AUTODESK-REVIT,Autodesk,Revit,,,Named User Subscription,Autodesk Revit|Revit,Commercial
AUTODESK-INVENTOR,Autodesk,Inventor,,,Named User Subscription,Autodesk Inventor|Inventor Professional|Inventor,Commercial
AUTODESK-MAYA,Autodesk,Maya,,,Named User Subscription,Autodesk Maya|Maya,Commercial
AUTODESK-3DSMAX,Autodesk,3ds Max,,,Named User Subscription,Autodesk 3ds Max|3ds Max,Commercial
AUTODESK-CIVIL3D,Autodesk,Civil 3D,,,Named User Subscription,Autodesk Civil 3D|Civil 3D,Commercial
AUTODESK-AEC,Autodesk,AEC Collection,,,Named User Subscription (product bundle),Autodesk AEC Collection|AEC Collection|Architecture Engineering Construction Collection,Commercial
SAS-BASE,SAS Institute,SAS Base,,,Per Core or Named User (annual license),SAS Base|Base SAS,Commercial
SAS-ANALYTICS-PRO,SAS Institute,SAS Analytics Pro,,,Per Core or Named User,SAS Analytics Pro,Commercial
SAS-VIYA,SAS Institute,SAS Viya,,,Per Core Subscription,SAS Viya|Viya,Commercial
SAS-EG,SAS Institute,SAS Enterprise Guide,,,Included with SAS platform license,SAS Enterprise Guide|Enterprise Guide,Commercial
MATHWORKS-MATLAB,MathWorks,MATLAB,,,"Named User, Concurrent (network), or Campus-Wide",MathWorks MATLAB|MATLAB,Commercial
MATHWORKS-SIMULINK,MathWorks,Simulink,,,Named User or Concurrent (network),MathWorks Simulink|Simulink,Commercial
ANSYS-MECHANICAL,ANSYS,Mechanical,,,Per Task (lease/paid-up) or HPC Pack,ANSYS Mechanical|Ansys Mechanical,Commercial
ANSYS-FLUENT,ANSYS,Fluent,,,Per Task (lease/paid-up) or HPC Pack,ANSYS Fluent|Ansys Fluent,Commercial
DASSAULT-SOLIDWORKS,Dassault Systèmes,SOLIDWORKS,,,Standalone (per seat) or Network (floating),SOLIDWORKS|SolidWorks,Commercial
DASSAULT-CATIA,Dassault Systèmes,CATIA,,,Per Seat or Token,CATIA|Dassault CATIA,Commercial
PTC-CREO,PTC,Creo,,,Named User or Floating Subscription,PTC Creo|Creo Parametric|Creo,Commercial
PTC-WINDCHILL,PTC,Windchill,,,Named User Subscription,PTC Windchill|Windchill,Commercial
SIEMENS-NX,Siemens,NX,,,Named User or Floating (token),Siemens NX|NX|Unigraphics NX,Commercial
SIEMENS-TEAMCENTER,Siemens,Teamcenter,,,Named User Subscription,Siemens Teamcenter|Teamcenter,Commercial
ATLASSIAN-JIRA-DC,Atlassian,Jira Software,Data Center,,Per User Tier Subscription,Jira Software Data Center|Jira Data Center,Commercial
ATLASSIAN-JIRA-CLOUD,Atlassian,Jira Software,Cloud,,Per User Subscription,Jira Software Cloud|Jira Software|Jira,Commercial
ATLASSIAN-CONFLUENCE-DC,Atlassian,Confluence,Data Center,,Per User Tier Subscription,Confluence Data Center,Commercial
ATLASSIAN-CONFLUENCE-CLOUD,Atlassian,Confluence,Cloud,,Per User Subscription,Confluence Cloud|Confluence,Commercial
ATLASSIAN-BITBUCKET,Atlassian,Bitbucket,,,Per User Subscription,Bitbucket|Atlassian Bitbucket,Commercial
SALESFORCE-SALES,Salesforce,Sales Cloud,,,Per User Subscription (edition-tiered),Salesforce Sales Cloud|Sales Cloud,Commercial
SALESFORCE-SERVICE,Salesforce,Service Cloud,,,Per User Subscription (edition-tiered),Salesforce Service Cloud|Service Cloud,Commercial
SERVICENOW-ITSM,ServiceNow,ITSM,,,Per Fulfiller User Subscription,ServiceNow ITSM|ServiceNow IT Service Management,Commercial
SERVICENOW-SAM,ServiceNow,SAM Pro,,,Per Managed Asset Subscription,ServiceNow SAM Pro|ServiceNow Software Asset Management,Commercial
SPLUNK-ENT,Splunk (Cisco),Splunk Enterprise,,,Per Daily Ingest Volume (GB/day) or Workload (SVC),Splunk Enterprise|Splunk,Commercial
ELASTIC-ES,Elastic,Elasticsearch,,,Per Node or Resource Unit Subscription,Elasticsearch|Elastic Stack|ELK,Commercial
TABLEAU-DESKTOP,Salesforce (Tableau),Tableau Desktop,,,Creator Named User Subscription,Tableau Desktop|Tableau,Commercial
TABLEAU-SERVER,Salesforce (Tableau),Tableau Server,,,Creator/Explorer/Viewer Named User or Core,Tableau Server,Commercial
QLIK-SENSE,Qlik,Qlik Sense,,,Per User or Capacity Subscription,Qlik Sense|QlikSense,Commercial
ALTERYX-DESIGNER,Alteryx,Designer,,,Named User Subscription,Alteryx Designer|Alteryx,Commercial
JETBRAINS-INTELLIJ,JetBrains,IntelliJ IDEA,Ultimate,,Per User Subscription,IntelliJ IDEA Ultimate|IntelliJ IDEA|IntelliJ,Commercial
JETBRAINS-PYCHARM,JetBrains,PyCharm,Professional,,Per User Subscription,PyCharm Professional|PyCharm,Commercial
GITLAB-PREMIUM,GitLab,GitLab,Premium,,Per User Subscription,GitLab Premium,Commercial
GITLAB-ULTIMATE,GitLab,GitLab,Ultimate,,Per User Subscription,GitLab Ultimate,Commercial
GITHUB-ENT,Microsoft (GitHub),GitHub Enterprise,,,Per User Subscription,GitHub Enterprise|GitHub Enterprise Server,Commercial
HASHICORP-TERRAFORM,HashiCorp (IBM),Terraform,Enterprise,,Per Workspace or Resource Under Management,Terraform Enterprise|HashiCorp Terraform,Commercial
HASHICORP-VAULT,HashiCorp (IBM),Vault,Enterprise,,Per Client or Node Subscription,Vault Enterprise|HashiCorp Vault,Commercial
VEEAM-BR,Veeam,Backup & Replication,,,Per Instance (VUL) or Per Socket (legacy),Veeam Backup & Replication|Veeam Backup and Replication|VBR,Commercial
VEEAM-ONE,Veeam,ONE,,,Per Instance (VUL),Veeam ONE,Commercial
COMMVAULT-COMPLETE,Commvault,Complete Backup & Recovery,,,Per Front-End Terabyte or Per VM,Commvault Complete|Commvault Backup|Commvault,Commercial
SOPHOS-ENDPOINT,Sophos,Intercept X Endpoint,,,Per User or Per Device Subscription,Sophos Intercept X|Sophos Endpoint,Commercial
CROWDSTRIKE-FALCON,CrowdStrike,Falcon,,,Per Endpoint Subscription,CrowdStrike Falcon|Falcon Sensor,Commercial
TRENDMICRO-APEX,Trend Micro,Apex One,,,Per User or Per Device Subscription,Trend Micro Apex One|Apex One|OfficeScan,Commercial
SYMANTEC-SEP,Broadcom (Symantec),Endpoint Protection,,,Per Endpoint Subscription,Symantec Endpoint Protection|SEP,Commercial
MCAFEE-ENDPOINT,Trellix (McAfee),Endpoint Security,,,Per Node Subscription,McAfee Endpoint Security|Trellix Endpoint Security|McAfee ENS,Commercial
SNOWFLAKE-DW,Snowflake,Data Cloud,,,Consumption-based (credits),Snowflake|Snowflake Data Cloud,Commercial
MONGODB-ENT,MongoDB,Enterprise Advanced,,,Per Server or Per Core Subscription,MongoDB Enterprise Advanced|MongoDB Enterprise,Commercial
POSTGRESQL,(Open Source),PostgreSQL,,,Free (PostgreSQL License; no license required),PostgreSQL|Postgres,Freeware
APACHE-TOMCAT,(Open Source),Apache Tomcat,,,Free (Apache License 2.0),Apache Tomcat|Tomcat,Freeware
APACHE-HTTPD,(Open Source),Apache HTTP Server,,,Free (Apache License 2.0),Apache HTTP Server|Apache2|httpd,Freeware
NGINX-OSS,(Open Source),nginx,,,Free (BSD-2-Clause),nginx|nginx open source,Freeware
NGINX-PLUS,F5 (NGINX),NGINX Plus,,,Per Instance Subscription,NGINX Plus|F5 NGINX Plus,Commercial
ZOOM-PRO,Zoom,Zoom Workplace,Pro,,Per Host Subscription,Zoom Workplace Pro|Zoom Pro|Zoom Meetings,Commercial
SLACK-BUSINESS,Salesforce (Slack),Slack,Business+,,Per Active User Subscription,Slack Business+|Slack,Commercial
DOCUSIGN-BUSINESS,Docusign,eSignature,Business Pro,,Per User Subscription (envelope limits),DocuSign eSignature|DocuSign,Commercial
DROPBOX-BUSINESS,Dropbox,Business,,,Per User Subscription,Dropbox Business|Dropbox,Commercial
BOX-BUSINESS,Box,Business,,,Per User Subscription,Box Business|Box,Commercial
FREE-7ZIP,(Freeware),7-Zip,,,Free (no license required),7-Zip|7Zip|7z,Freeware
FREE-NOTEPAD,(Freeware),Notepad++,,,Free (no license required),Notepad++|Notepad Plus Plus,Freeware
FREE-GOOGLECHROME,(Freeware),Google Chrome,,,Free (no license required),Google Chrome|Chrome,Freeware
FREE-MOZILLAFIREFOX,(Freeware),Mozilla Firefox,,,Free (no license required),Mozilla Firefox|Firefox,Freeware
FREE-MICROSOFTEDGE,(Freeware),Microsoft Edge,,,Free (no license required),Microsoft Edge|Edge,Freeware
FREE-VLCMEDIAPLAYER,(Freeware),VLC Media Player,,,Free (no license required),VLC Media Player|VLC,Freeware
FREE-PUTTY,(Freeware),PuTTY,,,Free (no license required),PuTTY,Freeware
FREE-WINSCP,(Freeware),WinSCP,,,Free (no license required),WinSCP,Freeware
FREE-FILEZILLA,(Freeware),FileZilla,,,Free (no license required),FileZilla,Freeware
FREE-GIT,(Freeware),Git,,,Free (no license required),Git|Git for Windows,Freeware
FREE-PYTHON,(Freeware),Python,,,Free (no license required),Python|Python 3,Freeware
FREE-NODEJS,(Freeware),Node.js,,,Free (no license required),Node.js|NodeJS,Freeware
FREE-WIRESHARK,(Freeware),Wireshark,,,Free (no license required),Wireshark,Freeware
FREE-AUDACITY,(Freeware),Audacity,,,Free (no license required),Audacity,Freeware
FREE-GIMP,(Freeware),GIMP,,,Free (no license required),GIMP,Freeware
COMP-MICROSOFTVISUALCREDI,(Component),Microsoft Visual C++ Redistributable,,,Not separately licensable (runtime/driver/component),Microsoft Visual C++ Redistributable|Visual C++ Redistributable|VC++ Redistributable,Component
COMP-NETFRAMEWORK,(Component),.NET Framework,,,Not separately licensable (runtime/driver/component),.NET Framework|Microsoft .NET Framework|dotnet framework,Component
COMP-NETRUNTIME,(Component),.NET Runtime,,,Not separately licensable (runtime/driver/component),.NET Runtime|Microsoft .NET Runtime|dotnet runtime,Component
COMP-JAVARUNTIMEENVIRONME,(Component),Java Runtime Environment,,,Not separately licensable (runtime/driver/component),Java Runtime Environment|JRE|Java 8 Update,Component
COMP-MICROSOFTUPDATEHEALT,(Component),Microsoft Update Health Tools,,,Not separately licensable (runtime/driver/component),Microsoft Update Health Tools|Update Health Tools,Component
COMP-MICROSOFTEDGEWEBVIEW,(Component),Microsoft Edge WebView2 Runtime,,,Not separately licensable (runtime/driver/component),Microsoft Edge WebView2 Runtime|WebView2 Runtime,Component
COMP-INTELDRIVERPACKAGE,(Component),Intel Driver Package,,,Not separately licensable (runtime/driver/component),Intel Driver|Intel Chipset Device Software,Component
COMP-NVIDIAGRAPHICSDRIVER,(Component),NVIDIA Graphics Driver,,,Not separately licensable (runtime/driver/component),NVIDIA Graphics Driver|NVIDIA Display Driver,Component
CYBERARK-VAULT-DR,CyberArk,Vault Disaster Recovery,,,Per Vault Subscription,Vault Disaster Recovery|CyberArk Vault Disaster Recovery,Commercial
PALOALTO-PSM,Palo Alto Networks,Privileged Session Manager (PSM),,,Commercial - confirm license metric,Privileged Session Manager (PSM)|Privileged Session Manager,Commercial
SERVICENOW-ITOM-AIOPS,ServiceNow,ITOM AI Ops Enterprise,,,Per Node or Per CI Subscription,ITOM AI Ops Enterprise|ITOM AI Ops,Commercial
SERVICENOW-INDUSTRIAL-FOOTPRINT,ServiceNow,Industrial Footprint,,,Commercial - confirm license metric,Industrial Footprint,Commercial
SERVICENOW-IRM-LIGHT,ServiceNow,IRM Light Operator,,,Per User Subscription,IRM Light Operator,Commercial
AXONIUS-PLATFORM,Axonius,Platform Software Asset,,,Per Asset Subscription,AXONIUS PLATFORM Software Asset|Axonius Platform,Commercial
MYQ-ROGER,MyQ,Roger,,,Per User or Per Device Subscription,MyQ Roger|MyQ Roger Client,Commercial
EVALARM,EVALARM,EVALARM,,,Commercial - confirm license metric,EVALARM,Commercial
BRADY-DESIGN-PRINT,Brady,Design & Print Pro,,,Per User Subscription,Design & Print Pro,Commercial
AFPWORX-PRO,AFPWorX,Pro Plus,,,Commercial - confirm license metric,AFPWorX Pro Plus,Commercial
UNIT4-PRINT-FORMATTER,(Freeware),Print Formatter,,,Free (per Flexera classification),Print Formatter,Freeware
KEEPER-COMMANDER,(Freeware),Commander,,,Free CLI tool (per Flexera classification),Commander|Keeper Commander,Freeware
VISPERO-FUSION,Vispero,Fusion,,,Per User Subscription,Fusion,Commercial
CITRIX-VAD-2203,Citrix (Cloud Software Group),Virtual Apps and Desktops,,2203,Per User/Device Subscription,Virtual Apps and Desktops 2203,Commercial
CITRIX-VAD-2402,Citrix (Cloud Software Group),Virtual Apps and Desktops,,2402,Per User/Device Subscription,Virtual Apps and Desktops 2402,Commercial
CITRIX-VAD-2507,Citrix (Cloud Software Group),Virtual Apps and Desktops,,2507,Per User/Device Subscription,Virtual Apps and Desktops 2507,Commercial
CITRIX-VDA-DESKTOP,(Component),Virtual Delivery Agent (VDA) Desktop,,,Not separately licensable (bundled agent),Virtual Delivery Agent (VDA) Desktop (Workstation),Component
CITRIX-STOREFRONT,(Component),StoreFront,,,Not separately licensable (bundled with VAD),StoreFront|StoreFront 1912|StoreFront 2203|StoreFront 2402|StoreFront 2507,Component
CITRIX-PROVISIONING-SERVER,Citrix (Cloud Software Group),Provisioning Server,,2203,Per Target Device,Provisioning Server 2203|Provisioning Console 2203,Commercial
CITRIX-SECURE-TICKETING,(Component),Secure Ticketing Authority (STA),,,Not separately licensable (bundled component),Secure Ticketing Authority (STA),Commercial
CITRIX-CLOUD-CONNECTOR,(Component),Cloud Connector,,,Not separately licensable (bundled cloud-hybrid agent),Cloud Connector,Commercial
CITRIX-MACHINE-CREATION,(Component),Machine Creation Services,,,Not separately licensable (bundled provisioning component),Machine Creation Services,Component
CITRIX-PROFILE-MGR,(Component),User Profile Manager (Profile management),,,Not separately licensable (bundled component),User Profile Manager (Profile management),Component
CITRIX-WEM-AGENT,(Component),Workspace Environment Management (WEM) Agent,,,Not separately licensable (bundled agent),Workspace Environment Management (WEM) Agent,Component
CITRIX-DIRECTOR,(Component),Director,,,Not separately licensable (bundled monitoring console),Director 7,Component
CITRIX-STUDIO,(Component),Studio,,,Not separately licensable (bundled management console),Citrix Studio 7|Desktop Studio 7,Component
CITRIX-LICENSING,(Component),Licensing,,,Not separately licensable (license server component),Citrix Licensing|Citrix Licensing 11|Citrix Licensing 16,Component
CITRIX-NETSCALER-GW-PLUGIN,(Component),NetScaler Gateway Plug-in,,,Not separately licensable (bundled client),NetScaler Gateway Plug-in for Windows 11|NetScaler Gateway Endpoint Analysis,Component
CITRIX-METAFRAME,Citrix (Cloud Software Group),MetaFrame,,1.0,Legacy - pre-XenApp branding,MetaFrame 1.0,Commercial
CITRIX-XENSERVER,Citrix (Cloud Software Group),XenServer / Hypervisor,,,Per Server Subscription,XenServer|XenCenter,Commercial
CITRIX-XENDESKTOP-LEGACY,Citrix (Cloud Software Group),XenDesktop,,7.6,Legacy (superseded by Virtual Apps and Desktops),XenDesktop 7.6,Commercial
CITRIX-COMMAND-CENTER,Citrix (Cloud Software Group),Command Center,,5.2,Per Managed Device,Command Center 5.2,Commercial
CITRIX-SUPPORTABILITY-TOOLS,(Freeware),Supportability Tools,,,Free diagnostic toolset,Supportability Tools 1,Freeware
CITRIX-ENTERPRISE-BROWSER,(Freeware),Enterprise Browser,,,"Free (Chromium-based, bundled with Citrix Workspace)",Citrix Enterprise Browser,Freeware
CITRIX-SECURE-ACCESS,Citrix (Cloud Software Group),Secure Access,,,Per User Subscription,Citrix Secure Access,Commercial
MS-TEAMS-ROLLING,Microsoft,Teams,,,Bundled with Microsoft 365 (no separate license),Microsoft Teams,Commercial
MS-EDGE-ROLLING,(Freeware),Edge,,,Free (bundled with Windows),Microsoft Edge,Freeware
MS-COPILOT-EDGE-ROLLING,(Freeware),Copilot in Edge,,,Free (bundled with Edge),Copilot in Edge,Freeware
CA-SITEMINDER-POLICY-SERVER,CA Technologies (Broadcom),SiteMinder,Policy Server,12.8,Per Registered User,Symantec SiteMinder Policy Server 12.8|Symantec SiteMinder Policy Server 12.9|Single Sign-On Policy Server 12.8,Commercial
CA-SITEMINDER-WEB-AGENT,CA Technologies (Broadcom),SiteMinder,Web Agent,,Not separately licensable (bundled agent),SiteMinder Web Agent|SiteMinder Web Agent 12|SiteMinder Web Agent 6|SiteMinder Web Agent 12.52,Component
CA-SITEMINDER-ADMIN-CONSOLE,CA Technologies (Broadcom),Single Sign-On Administrative Console,,12.8,Not separately licensable (bundled console),CA Single Sign-On Administrative Console 12.8,Component
CA-SITEMINDER-SDK,CA Technologies (Broadcom),SiteMinder SDK,,,Not separately licensable (developer SDK),Single Sign-On SDK 12.7|Single Sign-On SDK 12.8|SiteMinder SDK 12.5|SiteMinder SDK 12.8,Component
CA-SITEMINDER-SECURE-PROXY,CA Technologies (Broadcom),SiteMinder Secure Proxy Server,,12.8,Per Registered User,SiteMinder Secure Proxy Server 12.8,Commercial
CA-ACCESS-GATEWAY,CA Technologies (Broadcom),Access Gateway,,12.8,Per Registered User,CA Access Gateway 12.8,Commercial
CA-DIRECTORY,CA Technologies (Broadcom),Directory,,14.1,Per Entry or Per Server,Directory 14.1|Directory Management UI 14.1,Commercial
CA-CLARITY-PPM,CA Technologies (Broadcom),Clarity PPM,,,Per Named User,Clarity PPM Microsoft Project Interface 16|Clarity Project and Portfolio Management Schedule Connect 1,Commercial
CA-CLIENT-INTEGRATION-PLUGIN,(Component),Client Integration Plug-In,,,Not separately licensable (bundled browser plugin),Client Integration Plug-In 5.5|Client Integration Plug-In 5.6|Client Integration Plug-In 6.0,Component
CA-CONTROL-COMPLIANCE-AGENT,CA Technologies (Broadcom),Control Compliance Suite Agent,,,Per Managed Endpoint,Control Compliance Suite Agent|Control Compliance Suite Agent 12,Commercial
CA-NIMSOFT-ROBOT,CA Technologies (Broadcom),Nimsoft Robot (Monitoring Agent),,9,Per Monitored Device,Nimsoft Robot 9,Commercial
SYMANTEC-DLP-AGENT,Symantec (Broadcom),Data Loss Prevention (DLP) Agent,,,Not separately licensable (bundled agent),Symantec Data Loss Prevention (DLP) Agent 15|Symantec Data Loss Prevention (DLP) Agent 16,Component
SYMANTEC-EP-CLIENT,(Component),Endpoint Protection Client,,14,Not separately licensable (bundled agent),Symantec Endpoint Protection Client 14,Component
SYMANTEC-MGMT-AGENT,(Component),Management Agent,,7,Not separately licensable (bundled agent),Symantec Management Agent 7,Component
SYMANTEC-WSS-AGENT,(Component),Web Security Service Agent (WSS Agent),,,Not separately licensable (bundled agent),Symantec Web Security Service Agent (WSS Agent) 7.5|Symantec Web Security Service Agent (WSS Agent) 9,Component
SYMANTEC-TRANSACTIONMINDER,Symantec (Broadcom),TransactionMinder,,6,Per Registered User,TransactionMinder 6,Commercial
SYMANTEC-PGP-ENCRYPTION-DESKTOP,Symantec (Broadcom),Encryption Desktop (PGP),,,Per Named User,Encryption Desktop 10.3|Encryption Desktop 10.4|Encryption Desktop 10.5,Commercial
SYMANTEC-PGP-COMMAND-LINE,Symantec (Broadcom),PGP Command Line,,10.4,Per Named User,PGP Command Line 10.4,Commercial
SYMANTEC-PGP-DESKTOP,Symantec (Broadcom),PGP Desktop,,10.1,Per Named User,PGP Desktop 10.1,Commercial
VMWARE-VSPHERE-8-ENT-PLUS,VMware (Broadcom),vSphere,8 Enterprise Plus,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024),vSphere 8 Enterprise Plus,Commercial
VMWARE-VSPHERE-8-STANDARD,VMware (Broadcom),vSphere,8 Standard,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024),vSphere 8 Standard,Commercial
VMWARE-VSPHERE-7-DESKTOP,VMware (Broadcom),vSphere,7 Desktop,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024),vSphere 7 Desktop,Commercial
VMWARE-VSPHERE-7-ENT-PLUS,VMware (Broadcom),vSphere,7 Enterprise Plus,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024),vSphere 7 Enterprise Plus,Commercial
VMWARE-VSPHERE-7-STANDARD,VMware (Broadcom),vSphere,7 Standard,,Per Core Subscription (16-core minimum per CPU; subscription only since 2024),vSphere 7 Standard,Commercial
VMWARE-VSPHERE-6-STANDARD,VMware (Broadcom),vSphere,6 Standard,,Legacy perpetual (discontinued),vSphere 6 Standard|vSphere 6 Essentials Plus,Commercial
VMWARE-VSAN-8-ADVANCED,VMware (Broadcom),vSAN,8.0 Advanced,,Per TiB Capacity Subscription,vSAN 8.0 Advanced,Commercial
VMWARE-VSAN-8-ENTERPRISE,VMware (Broadcom),vSAN,8.0 Enterprise,,Per TiB Capacity Subscription,vSAN 8.0 Enterprise,Commercial
VMWARE-VSAN-8-STANDARD,VMware (Broadcom),vSAN,8.0 Standard,,Per TiB Capacity Subscription,vSAN 8.0 Standard,Commercial
VMWARE-VCENTER-8-STANDARD,VMware (Broadcom),vCenter Server,8.0 Standard,,Licensed via vSphere/VVF/VCF bundle,vCenter Server 8.0 Standard,Commercial
VMWARE-VCENTER-CONVERTER,(Freeware),vCenter Converter Standalone,,,Free (P2V/V2V conversion tool),vCenter Converter 5 Standalone|vCenter Converter 6 Standalone|vCenter Converter Agent 5 Standalone|vCenter Converter Agent 6 Standalone,Freeware
VMWARE-ESXI-COMPONENTS,(Component),ESXi Components,,,Not separately licensable (bundled with ESXi),vSphere ESXi Dump Collector 5.5|vSphere ESXi Command-Line Interface (vSphere CLI) 6|vSphere PowerCLI 5|vSphere PowerCLI 6,Component
VMWARE-VSPHERE-SYSLOG,(Component),vSphere Syslog Collector,,5.5,Not separately licensable (bundled component),vSphere Syslog Collector 5.5,Component
VMWARE-VSPHERE-UPDATE-MGR,(Component),vSphere Update Manager Client,,5,Not separately licensable (bundled component),vSphere Update Manager Client 5,Component
VMWARE-WEB-CLIENT-AUTH,(Component),Web Security Service Auth Connector,,2.5,Not separately licensable (bundled component),Web Security Service Auth Connector 2.5,Component
VMWARE-DATA-PROTECTION,VMware (Broadcom),Data Protection,,7,Per VM Subscription,vSphere Data Protection 7,Commercial
VMWARE-REMOTE-CONSOLE,(Freeware),Remote Console,,,Free (management console),Remote Console 10.0|Remote Console 11.0|Remote Console 11.1|Remote Console 11.2|Remote Console 12|Remote Console 13|Remote Console 9.0|Remote Console Plug-In 5,Freeware
VMWARE-WORKSTATION-PLAYER,(Freeware),Workstation Player,,,Free for personal use since 2024,Workstation Player 16.2,Freeware
VMWARE-SALT,(Component),Salt (Configuration Management),,,Not separately licensable (bundled automation tool),Salt 3006|Salt 3007|salt-master 3006|Salt-minion 3005|Salt-minion 3006,Component
VMWARE-SAN-HEALTH,(Freeware),SAN Health / SAN,,,Free diagnostic tool,SAN 4.1|SAN Health 4.2,Freeware
VMWARE-PHOTON-OS,(Freeware),Photon OS,,,Free (VMware's own minimal Linux distribution),Photon,Freeware
VMWARE-RABBITMQ,(Component),RabbitMQ,,,Not separately licensable (bundled messaging component),Pivotal RabbitMQ Server 3|RabbitMQ 3|RabbitMQ 4,Component
